,Age,Gender,Country,self_employed,family_history,treatment,work_interfere,no_employees,remote_work,tech_company,benefits,care_options,wellness_program,seek_help,anonymity,leave,mental_health_consequence,phys_health_consequence,coworkers,supervisor,mental_health_interview,phys_health_interview,mental_vs_physical,obs_consequence
1018,48,m,United Kingdom,0,No,0,,100-500,Sometimes,1.0,I don't know,No,No,I don't know,I don't know,Somewhat difficult,Yes,Maybe,Maybe,Maybe,No,No,I don't know,No
1019,44,Male,United States of America,1,Yes,0,1-25%,,Sometimes,,,,,,,,,,,,Maybe,Maybe,,
1020,29,Male,United States of America,0,Yes,1,,More than 1000,Never,1.0,Not eligible for coverage / N/A,No,No,I don't know,I don't know,Very difficult,Yes,Maybe,No,Maybe,Maybe,Maybe,No,Yes
1021,52,m,United States of America,0,No,0,,More than 1000,Always,0.0,Yes,Yes,Yes,Yes,I don't know,Very easy,No,No,Maybe,Yes,Maybe,Maybe,Yes,No
1022,34,Female,Sweden,0,No,0,,100-500,Sometimes,1.0,Yes,Yes,No,Yes,Yes,Very easy,No,No,Yes,Yes,Maybe,Maybe,Yes,Yes
1023,34,male,Netherlands,0,No,0,,100-500,Never,1.0,Yes,Yes,No,I don't know,I don't know,Very easy,No,No,Maybe,Yes,Maybe,Maybe,Yes,No
1024,27,Male,United States of America,0,No,0,,More than 1000,Sometimes,1.0,I don't know,I am not sure,I don't know,Yes,I don't know,I don't know,Maybe,No,Maybe,Maybe,No,Maybe,No,No
1025,30,Male,Russia,0,I don't know,0,,More than 1000,Sometimes,1.0,No,No,No,No,I don't know,Neither easy nor difficult,Maybe,No,No,No,No,No,No,No
1026,40,Male,United Kingdom,0,Yes,0,,6-25,Sometimes,1.0,Yes,Yes,Yes,Yes,Yes,Very easy,No,No,Yes,Yes,No,Yes,Yes,No
1027,26,Male,United States of America,1,Yes,0,1-25%,,Always,,,,,,,,,,,,Maybe,Yes,,
1028,36,Male,United Kingdom,1,Yes,1,1-25%,,Never,,,,,,,,,,,,No,Maybe,,
1029,35,Male,United Kingdom,0,Yes,0,,26-100,Always,0.0,I don't know,I am not sure,No,No,I don't know,Very difficult,No,No,Maybe,Yes,No,Maybe,Yes,No
1030,43,Female,United Kingdom,0,No,0,,More than 1000,Never,0.0,Yes,No,No,Yes,I don't know,Somewhat easy,Maybe,No,No,Maybe,Maybe,No,Yes,No
1031,36,Female,United Kingdom,0,I don't know,1,,26-100,Sometimes,0.0,No,,No,No,I don't know,Somewhat difficult,Maybe,Maybe,Maybe,Maybe,No,No,I don't know,No
1032,32,Female,United States of America,0,No,0,,100-500,Sometimes,0.0,Yes,Yes,No,Yes,Yes,I don't know,Yes,No,Maybe,Yes,Maybe,Maybe,I don't know,No
1033,36,Female,Ireland,1,No,0,,,Always,,,,,,,,,,,,No,Maybe,,
1034,38,Male,New Zealand,0,Yes,1,,More than 1000,Never,1.0,No,,No,I don't know,I don't know,Very difficult,Yes,No,No,No,No,Maybe,No,Yes
1035,35,Male,United States of America,0,No,1,,More than 1000,Always,0.0,Yes,I am not sure,I don't know,Yes,I don't know,Somewhat easy,Maybe,No,Yes,Maybe,No,Maybe,I don't know,No
1036,35,F,Australia,0,Yes,1,,100-500,Sometimes,1.0,Not eligible for coverage / N/A,,No,No,I don't know,Neither easy nor difficult,Maybe,Maybe,Maybe,Maybe,No,Maybe,I don't know,No
1037,45,m,United States of America,0,Yes,1,,More than 1000,Always,1.0,Yes,I am not sure,No,I don't know,I don't know,Very difficult,Yes,Maybe,Maybe,Maybe,No,No,No,No
1038,47,male,New Zealand,1,No,0,,,Always,,,,,,,,,,,,Maybe,Maybe,,
1039,27,male,United States of America,0,Yes,0,,100-500,Sometimes,1.0,I don't know,I am not sure,No,I don't know,I don't know,Somewhat easy,Maybe,No,Maybe,Maybe,Maybe,Maybe,I don't know,No
1040,26,Male,United States of America,0,Yes,1,,26-100,Sometimes,1.0,I don't know,No,No,I don't know,I don't know,Neither easy nor difficult,Maybe,Maybe,No,No,No,Maybe,I don't know,No
1041,51,Male,Australia,1,No,1,1-25%,,Always,,,,,,,,,,,,Maybe,Yes,,
1042,25,Male,Ecuador,0,Yes,1,,26-100,Sometimes,1.0,No,No,No,No,No,Very difficult,Yes,No,No,No,No,Maybe,No,No
1043,41,male,South Africa,0,No,0,,100-500,Sometimes,1.0,No,,No,No,No,I don't know,Yes,Maybe,No,No,No,No,No,No
1044,34,Male,United States of America,0,No,0,,More than 1000,Sometimes,0.0,Yes,Yes,No,Yes,I don't know,Somewhat easy,Maybe,No,Yes,Yes,Maybe,Maybe,No,Yes
1045,43,Male,Sweden,0,Yes,0,,100-500,Never,1.0,No,,No,No,I don't know,Very difficult,Maybe,No,Yes,No,No,Yes,I don't know,No
1046,33,Male,United Kingdom,0,Yes,0,,26-100,Never,1.0,I don't know,No,No,I don't know,I don't know,Somewhat difficult,Yes,No,Maybe,Yes,No,Yes,No,No
1047,37,m,Australia,1,No,0,,,Sometimes,,,,,,,,,,,,No,Maybe,,
1048,27,Female,United Kingdom,0,Yes,1,,26-100,Never,1.0,No,,No,No,I don't know,Very difficult,Yes,No,No,No,No,Maybe,No,No
1049,54,F,United States of America,1,Yes,1,1-25%,,Sometimes,,,,,,,,,,,,No,Yes,,
1050,38,m,Italy,0,Yes,0,,More than 1000,Never,0.0,I don't know,I am not sure,No,No,I don't know,Very easy,No,No,No,No,Maybe,Maybe,Yes,No
1051,42,male,Germany,0,I don't know,1,,More than 1000,Sometimes,1.0,No,No,No,No,I don't know,I don't know,Maybe,Maybe,Yes,Maybe,No,No,Yes,No
1052,30,Male,United Kingdom,0,No,0,,26-100,Sometimes,1.0,Yes,I am not sure,No,No,I don't know,I don't know,Maybe,No,Maybe,Maybe,Maybe,Maybe,No,No
1053,43,M,Australia,0,Yes,1,,500-1000,Sometimes,1.0,Yes,I am not sure,Yes,Yes,Yes,Somewhat easy,Maybe,Maybe,Maybe,Yes,No,Maybe,Yes,No
1054,33,Male,Netherlands,1,I don't know,1,26-50%,,Never,,,,,,,,,,,,No,No,,
1055,37,Female,Australia,0,Yes,0,,1-5,Always,1.0,Not eligible for coverage / N/A,,No,I don't know,No,Somewhat easy,No,No,Yes,Yes,No,No,Yes,No
1056,25,male,United States of America,0,No,1,,100-500,Sometimes,1.0,Yes,I am not sure,No,Yes,I don't know,Somewhat difficult,Maybe,Maybe,No,Maybe,No,Maybe,No,No
1057,27,Male,Australia,0,Yes,1,,More than 1000,Sometimes,1.0,Not eligible for coverage / N/A,,Yes,Yes,I don't know,Somewhat difficult,Yes,No,No,No,No,No,No,No
1058,27,Male,Canada,1,Yes,1,26-50%,,Sometimes,,,,,,,,,,,,No,Maybe,,
1059,27,Male,United States of America,0,No,1,,More than 1000,Never,0.0,Yes,No,No,Yes,Yes,I don't know,Yes,Yes,No,No,No,No,I don't know,No
1060,35,M,Germany,1,No,0,1-25%,,Sometimes,,,,,,,,,,,,Maybe,Maybe,,
1061,24,male,United Kingdom,0,No,0,,6-25,Never,1.0,No,,No,No,I don't know,I don't know,Maybe,No,Maybe,Maybe,No,Yes,No,No
1062,31,Nonbinary,Switzerland,0,Yes,1,,100-500,Never,1.0,Not eligible for coverage / N/A,,Yes,No,I don't know,Somewhat difficult,Maybe,No,No,No,No,No,I don't know,No
1063,31,male ,Germany,0,No,0,,26-100,Sometimes,1.0,I don't know,I am not sure,No,No,Yes,Somewhat easy,No,No,Maybe,Maybe,No,No,Yes,No
1064,32,male,United States of America,0,No,1,,More than 1000,Sometimes,1.0,Yes,No,Yes,No,Yes,Somewhat easy,Maybe,No,Yes,Yes,No,No,Yes,No
1065,33,Male,Australia,0,No,1,,More than 1000,Sometimes,1.0,No,No,Yes,No,I don't know,Very easy,Maybe,No,No,Maybe,No,Maybe,Yes,No
1066,56,M,United States of America,1,Yes,1,51-75%,,Sometimes,,,,,,,,,,,,No,Maybe,,
1067,43,Male,United States of America,0,Yes,1,,More than 1000,Sometimes,1.0,Yes,I am not sure,No,I don't know,No,Somewhat difficult,Yes,Yes,Maybe,No,No,No,No,No
1068,49,Male,Australia,0,I don't know,1,,More than 1000,Sometimes,1.0,Yes,I am not sure,Yes,Yes,Yes,Very easy,No,No,Maybe,Yes,Maybe,Maybe,I don't know,No
1069,35,male,Bulgaria,0,No,1,,26-100,Sometimes,1.0,No,,No,No,I don't know,Neither easy nor difficult,Maybe,No,Maybe,Yes,Yes,Yes,Yes,No
1070,53,Male,Canada,0,No,1,,More than 1000,Sometimes,1.0,Yes,Yes,No,Yes,Yes,Very difficult,Yes,Yes,Yes,No,No,Yes,No,No
1071,45,m,United States of America,0,Yes,1,,100-500,Never,1.0,I don't know,I am not sure,I don't know,I don't know,No,I don't know,No,No,No,Maybe,No,No,Yes,No
1072,40,Male,United States of America,0,I don't know,1,,100-500,Sometimes,1.0,Yes,No,No,Yes,I don't know,Very difficult,Yes,Maybe,No,No,No,Maybe,No,No
1073,52,Male,United States of America,0,Yes,1,,More than 1000,Sometimes,0.0,Not eligible for coverage / N/A,I am not sure,Yes,Yes,Yes,I don't know,Yes,Maybe,No,Maybe,No,No,I don't know,No
1074,30,Male,United Kingdom,1,I don't know,1,1-25%,,Always,,,,,,,,,,,,Maybe,Yes,,
1075,41,Male,New Zealand,0,No,0,,More than 1000,Always,1.0,Yes,Yes,No,No,Yes,I don't know,Maybe,No,Maybe,Maybe,No,No,No,No
1076,31,male,Netherlands,1,I don't know,1,1-25%,,Always,,,,,,,,,,,,Maybe,Yes,,
1077,31,Male,Switzerland,0,I don't know,1,,100-500,Sometimes,1.0,Not eligible for coverage / N/A,,Yes,I don't know,I don't know,Somewhat easy,No,No,Maybe,Maybe,Maybe,Yes,Yes,No
1078,24,human,United States of America,1,Yes,1,26-50%,,Sometimes,,,,,,,,,,,,No,Maybe,,
1079,44,Male,Australia,0,Yes,1,,100-500,Sometimes,1.0,No,,No,No,I don't know,Somewhat easy,Maybe,No,No,Maybe,No,Maybe,No,Yes
1080,37,m,United States of America,0,Yes,1,,More than 1000,Sometimes,1.0,Yes,No,No,I don't know,I don't know,Very difficult,Maybe,No,Maybe,Maybe,No,Maybe,I don't know,No
1081,22,Male,Brazil,0,Yes,0,,6-25,Always,0.0,No,,No,No,I don't know,Somewhat difficult,Maybe,Yes,No,No,Maybe,Yes,No,No
1082,31,Female,United States of America,0,Yes,1,,26-100,Sometimes,1.0,Yes,Yes,Yes,I don't know,I don't know,Somewhat easy,Maybe,No,No,Maybe,No,Maybe,Yes,No
1083,36,female,Bulgaria,0,I don't know,0,,26-100,Sometimes,1.0,No,,No,No,I don't know,I don't know,Yes,Maybe,No,No,No,No,No,No
1084,28,Male,Romania,1,Yes,1,76-100%,,Always,,,,,,,,,,,,No,No,,
1085,25,female,United States of America,0,Yes,0,,500-1000,Sometimes,0.0,I don't know,No,No,I don't know,I don't know,Somewhat easy,Maybe,Maybe,No,Maybe,Maybe,Maybe,No,No
1086,49,male,United States of America,1,I don't know,1,1-25%,,Always,,,,,,,,,,,,No,No,,
1087,22,woman,United States of America,0,Yes,1,,1-5,Always,1.0,Not eligible for coverage / N/A,,I don't know,I don't know,I don't know,Very easy,No,No,Yes,Yes,No,Maybe,Yes,No
1088,43,male,United States of America,1,No,1,1-25%,,Sometimes,,,,,,,,,,,,Maybe,Yes,,
1089,33,m,United States of America,1,Yes,1,26-50%,,Never,,,,,,,,,,,,No,No,,
1090,36,"Female (props for making this a freeform field, though)",United States of America,0,I don't know,1,,500-1000,Sometimes,1.0,Yes,Yes,No,Yes,I don't know,Very difficult,Yes,Maybe,No,No,No,No,No,No
1091,26,female,United States of America,0,Yes,1,,26-100,Sometimes,1.0,Yes,I am not sure,No,No,I don't know,Very difficult,Yes,Yes,No,No,No,No,No,Yes
1092,43,Male,United States of America,0,Yes,1,,More than 1000,Sometimes,0.0,Yes,I am not sure,I don't know,Yes,I don't know,Somewhat easy,No,No,Maybe,Yes,Maybe,Maybe,No,No
1093,21,male,United States of America,1,Yes,0,26-50%,,Sometimes,,,,,,,,,,,,Maybe,Maybe,,
1094,39,Male,Australia,0,Yes,0,,More than 1000,Sometimes,1.0,Not eligible for coverage / N/A,,No,No,I don't know,Neither easy nor difficult,Maybe,Maybe,No,Yes,No,No,I don't know,No
1095,46,Male,United Kingdom,0,I don't know,1,,More than 1000,Sometimes,0.0,Yes,I am not sure,Yes,I don't know,I don't know,Neither easy nor difficult,Maybe,No,Yes,Maybe,No,Yes,I don't know,No
1096,32,M,United Kingdom,0,Yes,0,,1-5,Sometimes,1.0,Not eligible for coverage / N/A,No,No,No,No,Somewhat difficult,Yes,No,Maybe,Maybe,No,No,Yes,No
1097,31,Male,United Kingdom,1,No,0,1-25%,,Sometimes,,,,,,,,,,,,No,Yes,,
1098,39,female,United Kingdom,1,Yes,1,,,Sometimes,,,,,,,,,,,,Maybe,Maybe,,
1099,44,m,Sweden,0,I don't know,1,,100-500,Sometimes,1.0,I don't know,I am not sure,No,No,I don't know,Neither easy nor difficult,Maybe,Maybe,No,Maybe,No,Maybe,I don't know,No
1100,36,male,United States of America,0,Yes,1,,More than 1000,Never,0.0,Yes,I am not sure,I don't know,Yes,Yes,Neither easy nor difficult,Yes,Maybe,No,No,No,Yes,Yes,No
1101,31,female,United Kingdom,0,No,0,,More than 1000,Never,0.0,I don't know,I am not sure,Yes,Yes,I don't know,Very easy,No,No,Maybe,Yes,No,No,Yes,No
1102,30,Nonbinary,United States of America,1,Yes,1,26-50%,,Sometimes,,,,,,,,,,,,Maybe,Maybe,,
1103,36,male,United States of America,0,Yes,1,,100-500,Sometimes,1.0,Yes,I am not sure,No,Yes,Yes,Very difficult,Yes,Yes,Maybe,No,No,No,I don't know,No
1104,31,m,United States of America,1,No,0,,,Sometimes,,,,,,,,,,,,Maybe,Maybe,,
1105,23,male,Canada,0,No,0,,1-5,Never,1.0,No,,No,No,Yes,Somewhat difficult,No,No,No,No,No,No,I don't know,No
1106,23,M,Canada,0,I don't know,0,,26-100,Always,1.0,Yes,I am not sure,No,No,Yes,Somewhat easy,Maybe,No,No,No,No,Maybe,I don't know,No
1107,30,Female ,United States of America,1,Yes,1,51-75%,,Always,,,,,,,,,,,,No,Yes,,
1108,34,male,Canada,1,I don't know,1,,,Always,,,,,,,,,,,,Maybe,Maybe,,
1109,49,Female,United States of America,0,No,0,,6-25,Sometimes,1.0,No,,No,No,I don't know,Very easy,No,No,Yes,Yes,Maybe,Yes,Yes,No
1110,25,m,Bosnia and Herzegovina,0,I don't know,0,,6-25,Never,1.0,No,I am not sure,No,No,I don't know,Somewhat difficult,Maybe,No,Maybe,No,No,No,I don't know,No
1111,39,Male,United Kingdom,0,No,0,,6-25,Sometimes,0.0,No,No,No,No,I don't know,Very difficult,Maybe,No,Maybe,Maybe,Maybe,Yes,I don't know,No
1112,37,male,Germany,0,No,0,,More than 1000,Never,1.0,No,,Yes,Yes,Yes,Somewhat easy,Yes,Yes,No,No,No,No,Yes,No
1113,26,Male,United States of America,0,No,0,,26-100,Sometimes,1.0,I don't know,No,No,I don't know,I don't know,Somewhat easy,No,No,Yes,Yes,Yes,Yes,I don't know,No
1114,41,Male,United States of America,0,Yes,1,,100-500,Sometimes,1.0,I don't know,Yes,No,No,I don't know,Neither easy nor difficult,Maybe,No,Maybe,No,Maybe,Yes,No,No
1115,28,Male,Netherlands,0,No,0,,6-25,Never,1.0,No,,No,No,I don't know,Very easy,No,No,Maybe,Yes,Maybe,Yes,I don't know,No
1116,33,Male,Sweden,0,I don't know,1,,100-500,Sometimes,1.0,Not eligible for coverage / N/A,,No,No,Yes,Neither easy nor difficult,Maybe,No,Maybe,Maybe,No,Maybe,I don't know,No
1117,74, Female,United States of America,0,No,1,,100-500,Sometimes,0.0,No,No,Yes,No,Yes,Somewhat difficult,Yes,Maybe,Yes,Yes,Maybe,Maybe,No,Yes
1118,28,Male,Netherlands,0,Yes,1,,100-500,Sometimes,0.0,I don't know,I am not sure,Yes,Yes,I don't know,Very easy,Maybe,No,No,Yes,Maybe,Maybe,Yes,No
1119,47,Male,United States of America,0,Yes,1,,6-25,Sometimes,1.0,No,Yes,No,No,No,Neither easy nor difficult,Yes,Maybe,No,No,No,No,No,Yes
1120,25,male,Bosnia and Herzegovina,0,I don't know,0,,100-500,Never,0.0,I don't know,I am not sure,No,No,I don't know,Somewhat difficult,Yes,No,No,Maybe,Maybe,Yes,I don't know,No
1121,51,M,United States of America,0,Yes,1,,100-500,Never,0.0,Yes,Yes,Yes,Yes,Yes,Very easy,No,Maybe,Maybe,Yes,No,No,No,Yes
1122,26,male,United States of America,0,No,1,,More than 1000,Never,1.0,Yes,Yes,No,I don't know,I don't know,Somewhat difficult,Yes,Maybe,No,No,No,No,I don't know,No
1123,24,Male,United States of America,0,Yes,0,,26-100,Never,1.0,Yes,Yes,No,No,I don't know,Neither easy nor difficult,Yes,Maybe,Maybe,No,Maybe,Maybe,No,No
1124,33,F,United States of America,1,I don't know,1,1-25%,,Always,,,,,,,,,,,,No,Maybe,,
1125,32,Female ,United States of America,0,Yes,1,,26-100,Sometimes,1.0,Yes,Yes,No,No,I don't know,I don't know,Yes,No,No,No,No,No,I don't know,No
1126,57,male,United States of America,0,No,0,,6-25,Always,1.0,Yes,No,No,No,Yes,Very difficult,Yes,Maybe,No,No,No,No,I don't know,No
1127,39,Male,United States of America,0,Yes,1,,More than 1000,Never,0.0,Yes,Yes,No,I don't know,I don't know,Somewhat easy,No,No,Maybe,Yes,No,No,Yes,No
1128,26,Female,United States of America,0,Yes,1,,6-25,Sometimes,1.0,No,I am not sure,No,No,I don't know,Somewhat difficult,Maybe,No,No,Maybe,No,Maybe,I don't know,No
1129,38,Male,United States of America,0,Yes,0,,100-500,Sometimes,0.0,I don't know,No,I don't know,Yes,Yes,I don't know,Yes,Maybe,No,No,No,No,I don't know,No
1130,33,Male,Finland,0,Yes,0,,1-5,Sometimes,1.0,Yes,No,No,No,I don't know,Very difficult,Maybe,No,Yes,Maybe,No,Yes,Yes,No
1131,30,Male,United States of America,0,Yes,0,,6-25,Sometimes,1.0,Yes,Yes,No,No,Yes,I don't know,Maybe,No,No,Maybe,No,Yes,I don't know,No
1132,25,Female ,United States of America,0,Yes,1,,100-500,Sometimes,1.0,I don't know,I am not sure,No,I don't know,I don't know,Somewhat difficult,Maybe,No,Maybe,Maybe,No,Maybe,I don't know,No
1133,40,Male,United States of America,0,Yes,1,,26-100,Sometimes,1.0,Yes,Yes,No,No,Yes,Neither easy nor difficult,Maybe,No,Yes,Yes,No,No,No,No
1134,26,Female,United States of America,0,Yes,1,,More than 1000,Sometimes,0.0,Yes,Yes,No,Yes,Yes,Somewhat easy,Maybe,Maybe,Yes,Yes,No,Maybe,Yes,No
1135,34,Male,United States of America,0,Yes,1,,More than 1000,Never,0.0,Yes,Yes,Yes,Yes,I don't know,Neither easy nor difficult,Maybe,No,Yes,Maybe,No,Yes,No,No
1136,46,F,United States of America,0,Yes,1,,More than 1000,Sometimes,0.0,Yes,Yes,Yes,Yes,I don't know,I don't know,Yes,Maybe,No,No,No,Maybe,I don't know,No
1137,31,female,United States of America,0,Yes,1,,More than 1000,Sometimes,0.0,Not eligible for coverage / N/A,,No,I don't know,I don't know,Very difficult,Yes,Maybe,No,No,No,No,No,No
1138,42,male,Ireland,1,Yes,1,1-25%,,Never,,,,,,,,,,,,No,No,,
1139,30,Male,United States of America,0,No,0,,More than 1000,Sometimes,1.0,I don't know,No,No,No,I don't know,I don't know,Maybe,No,Yes,Yes,Yes,Yes,No,No
1140,26,Unicorn,United States of America,1,Yes,1,,,Always,,,,,,,,,,,,No,Maybe,,
1141,29,male,Austria,0,No,1,,1-5,Never,1.0,Not eligible for coverage / N/A,I am not sure,No,No,I don't know,Somewhat difficult,Maybe,No,Maybe,Maybe,No,Maybe,No,No
1142,31,M,United States of America,0,Yes,1,,100-500,Never,1.0,Yes,Yes,No,No,I don't know,Very easy,No,No,Yes,Yes,Maybe,Maybe,Yes,No
1143,40,Male,United States of America,0,I don't know,1,,26-100,Always,1.0,I don't know,I am not sure,No,I don't know,I don't know,Somewhat easy,No,No,Yes,Yes,No,No,I don't know,No
1144,39,Cis Male,United States of America,0,I don't know,1,,26-100,Always,1.0,Yes,I am not sure,No,I don't know,I don't know,Very easy,Maybe,No,Yes,Yes,Maybe,Maybe,I don't know,No
1145,37,male,United States of America,0,No,0,,26-100,Sometimes,1.0,Yes,No,No,No,I don't know,Very easy,Maybe,No,Maybe,Maybe,No,No,Yes,No
1146,27,Male,United States of America,0,No,0,,26-100,Always,1.0,I don't know,I am not sure,No,Yes,I don't know,Very easy,Maybe,No,Yes,Yes,Maybe,Maybe,Yes,No
1147,45,m,United States of America,0,No,0,,26-100,Always,1.0,I don't know,No,No,I don't know,I don't know,Somewhat difficult,Maybe,Maybe,No,No,No,No,I don't know,No
1148,29,M,United States of America,0,Yes,0,,26-100,Sometimes,1.0,I don't know,No,No,No,Yes,Very easy,Maybe,No,Maybe,Maybe,No,No,I don't know,No
1149,47,female,United States of America,0,No,0,,26-100,Sometimes,1.0,Yes,No,No,Yes,Yes,Very easy,No,No,Yes,Yes,No,No,Yes,No
1150,33,male,United States of America,0,No,0,,100-500,Always,1.0,I don't know,No,No,No,Yes,Very easy,No,No,Yes,Yes,Maybe,Maybe,Yes,No
1151,32,Male,United States of America,0,No,0,,26-100,Always,1.0,I don't know,No,No,I don't know,Yes,I don't know,Maybe,Maybe,No,No,No,No,I don't know,No
1152,29,Male,United States of America,0,No,0,,26-100,Sometimes,1.0,I don't know,No,No,No,I don't know,Very easy,No,No,Yes,Yes,Maybe,Yes,Yes,No
1153,36,Male,United States of America,0,Yes,1,,26-100,Sometimes,1.0,Yes,I am not sure,No,No,Yes,Somewhat easy,No,No,Maybe,Maybe,Maybe,Yes,I don't know,No
1154,35,F,United States of America,0,I don't know,0,,6-25,Never,1.0,I don't know,I am not sure,No,No,I don't know,Somewhat difficult,Yes,No,No,No,No,No,I don't know,No
1155,40,Male,United States of America,0,Yes,0,,26-100,Always,1.0,Yes,No,No,I don't know,I don't know,Very easy,Maybe,No,Maybe,Yes,No,No,Yes,No
1156,36,male,United States of America,0,Yes,1,,26-100,Always,1.0,Yes,I am not sure,No,No,I don't know,Very difficult,Maybe,No,No,No,No,Maybe,I don't know,No
1157,39,Female,United States of America,0,I don't know,1,,More than 1000,Sometimes,0.0,I don't know,No,I don't know,Yes,I don't know,I don't know,Yes,Maybe,No,No,No,No,I don't know,No
1158,38,Male,United States of America,0,No,0,,26-100,Always,1.0,Yes,No,I don't know,Yes,Yes,Somewhat easy,No,No,Maybe,Yes,No,No,Yes,No
1159,23,Male,United States of America,0,I don't know,1,,1-5,Sometimes,1.0,I don't know,I am not sure,Yes,I don't know,Yes,Very easy,No,No,Yes,Yes,Maybe,Yes,Yes,No
1160,29,male,United States of America,0,Yes,0,,500-1000,Sometimes,0.0,No,No,No,No,No,Neither easy nor difficult,Yes,Maybe,No,No,No,No,I don't know,No
1161,38,Male,United States of America,0,No,0,,100-500,Always,1.0,I don't know,No,No,I don't know,I don't know,Very easy,No,No,Maybe,Maybe,Yes,Yes,Yes,No
1162,34,Female,United States of America,0,Yes,1,,More than 1000,Sometimes,0.0,Yes,Yes,No,I don't know,I don't know,Very difficult,Maybe,No,Maybe,Maybe,No,No,No,No
1163,28,male,Brazil,0,Yes,1,,More than 1000,Never,1.0,No,I am not sure,No,No,I don't know,Very easy,Maybe,Maybe,No,No,No,No,No,No
1164,38,Male,New Zealand,0,Yes,1,,6-25,Sometimes,1.0,No,,No,No,Yes,Very easy,No,No,Yes,Yes,Yes,Yes,Yes,No
1165,25,female,United States of America,0,I don't know,1,,26-100,Never,1.0,Yes,Yes,Yes,Yes,Yes,Very difficult,Yes,Maybe,No,No,No,No,No,No
1166,36,female,United States of America,0,Yes,1,,More than 1000,Sometimes,0.0,Yes,Yes,Yes,Yes,Yes,Somewhat easy,No,No,Yes,Yes,Maybe,Yes,Yes,No
1167,57,Female,United States of America,0,Yes,1,,More than 1000,Sometimes,1.0,Not eligible for coverage / N/A,I am not sure,No,I don't know,I don't know,Very difficult,Yes,Yes,No,No,No,No,No,Yes
1168,46,male,Ireland,0,Yes,1,,More than 1000,Sometimes,0.0,I don't know,No,No,No,I don't know,Very difficult,Maybe,No,No,No,No,No,No,No
1169,49,Male,United States of America,0,Yes,1,,More than 1000,Never,1.0,Yes,Yes,No,Yes,I don't know,Very difficult,Yes,No,No,No,No,Maybe,No,No
1170,34,m,United States of America,0,No,1,,More than 1000,Never,1.0,I don't know,No,No,I don't know,Yes,Neither easy nor difficult,Maybe,No,No,Maybe,No,Maybe,No,No
